hog	anaPla	aptFor	aptHaa	aptOwe	aptRow	aquChr	balReg	calAnn	casCas	chaPel	chaVoc	colLiv	corBra	cryCin	cucCan	droNov	egrGar	eudEle	falPer	ficAlb	fulGla	galGal	geoFor	halLeu	lepDis	melGal	melUnd	mesUni	nipNip	notPer	picPub	pseHum	pygAde	rheAme	rhePen	serCan	strCam	taeGut	tinGut	align_len	avg_gapped_len	avg_ident	gaps_bp_tot	gaps_bp_avg	missing_ct	dup_ct
10217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	660	432.18	76.32	0.16	0.15	2	0
10220	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	449	314.9	79.44	0.09	0.11	1	0
10222	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	NA	1	1	1	1	1	1	1	940	814.81	86.38	0.04	0.04	4	0
10224	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	184	177.45	81.24	0.02	0.03	3	0
10225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	976	904.72	90.41	0.05	0.34	0	0
10227	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1407	1301.33	69.57	0.02	0.03	1	0
10231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	808	667.49	81.94	0.06	0.06	0	0
10232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	956	669.84	91.06	0.11	0.13	1	0
10233	1	1	1	1	1	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	NA	NA	1	1	676	489.69	95.2	0.12	0.16	8	0
10235	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	660	531.07	74.86	0.11	0.14	1	0
10236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1722	1508.68	92.73	0.03	0.03	0	0
10238	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	559	499.6	94.06	0.06	0.06	0	0
10241	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	571	389.33	91.92	0.2	0.2	1	0
10242	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	207	188.76	97.56	0.01	0.02	2	0
10243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	562	420.14	94.35	0.09	0.13	1	0
10244	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	318	297.48	95.48	0.03	0.24	1	0
10245	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	434	390.6	81.37	0.08	0.11	1	0
10250	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	366	256.19	93.12	0.1	0.09	0	0
10252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	879	851.61	98.01	0.01	0.01	0	1
10253	NA	1	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	1	1	1	1	NA	NA	NA	1	NA	1	1	NA	1	1	1	1	NA	1	1	1	NA	NA	NA	393	270.72	95.4	0.06	0.07	13	0
10256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90	85.76	87.52	0	0	0	0
10259	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	NA	NA	363	317.49	86.23	0.03	0.04	8	0
1026	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	496	342.07	90.56	0.32	0.33	5	0
10260	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	919	874.26	94.37	0.01	0.03	0	0
10262	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1270	1166.49	96.44	0.02	0.02	3	0
10263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1966	1898.14	89.29	0.01	0.14	0	0
10266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	844	725	83.43	0.07	0.08	0	0
10269	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	481	461.79	85.63	0.02	0.04	4	0
1027	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	NA	1	NA	NA	1	1	NA	NA	1	1	1	NA	1	1	1	1932	1030.55	64.61	0.41	0.85	10	0
10271	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1713	1493.46	89.28	0.04	0.07	0	0
10273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	894	685.07	89.93	0.14	0.15	1	0
10274	1	1	NA	NA	NA	1	1	NA	1	1	1	1	NA	NA	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	465	307.18	73.07	0.31	0.34	10	0
10276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	686	654.58	98.51	0.01	0.01	3	0
10277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	229	163.35	93.48	0.04	0.04	0	0
10280	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	682	562.4	86.66	0.04	0.08	0	0
10281	1	NA	1	1	NA	1	NA	1	1	1	1	NA	1	1	1	1	1	NA	NA	1	NA	1	1	1	NA	1	1	1	1	1	NA	1	NA	NA	NA	1	NA	NA	NA	284	233.24	78.41	0.16	0.22	15	0
10282	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	675	561.61	95.12	0.01	0.01	0	0
10286	1	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	305	184.39	92.21	0.18	0.18	3	0
10288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	474	424.12	97.06	0.01	0.01	1	0
10289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	409	387.6	98.49	0.02	0.06	0	0
1029	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	3619	2755.89	95.9	0.07	0.17	4	0
10293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	725	676.95	81.37	0.03	0.03	0	1
10295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1109	1036.02	97.42	0.01	0.02	0	0
10296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	478	389.21	82.75	0.06	0.08	0	1
10299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	619	469.16	98.95	0.13	0.16	0	0
1030	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1059	738.81	92.32	0.24	0.37	4	1
10300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	399	364.72	94.07	0.01	0.02	0	0
10301	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	264	195.56	93.91	0.08	0.09	2	0
10302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	868	751.75	84.48	0.06	0.08	3	0
10303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	929	811.07	95.29	0.04	0.04	0	0
10304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	786	562.49	73.66	0.14	0.16	0	0
10305	NA	1	NA	NA	NA	1	1	1	2	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	234	177.13	81.72	0.09	0.09	5	1
10306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	2	1	254	206.68	71.76	0.03	0.03	2	1
10307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	621	568.19	97.57	0.03	0.03	0	0
10308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	728	665.21	91.23	0.02	0.02	0	0
10311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	469	371.28	77.6	0.17	0.19	0	0
10312	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1098	890.74	90.45	0.16	0.16	0	0
10313	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	NA	1	369	344.78	85.15	0.04	0.04	7	0
10314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1213	1163.07	89.15	0.01	0.01	0	0
10318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	211	151.8	88.63	0.03	0.03	0	1
10322	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	355	344.46	94.45	0.01	0.02	0	0
10323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	709	647.33	92.78	0.03	0.03	0	0
10325	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	529	374.84	83.1	0.1	0.24	1	5
10326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	988	903.21	70.48	0.03	0.03	0	0
10328	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	489	334.96	81.21	0.11	0.17	0	3
10330	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	261	241.46	94.48	0	0	2	0
10332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1341	1255.33	86.52	0.02	0.02	0	0
10334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	775	754.48	97.04	0	0	1	0
10335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	789	722.53	92.07	0.03	0.04	0	0
10336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	428	304.21	88.32	0.14	0.13	0	1
10338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	464	347.9	97.43	0.07	0.07	0	0
10339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1258	1208.05	89.32	0.02	0.02	0	0
1034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1137	880.71	98.14	0.09	0.56	1	0
10340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	342	302.26	77.65	0.06	0.05	0	0
10341	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	345	217.83	94.51	0.16	0.17	0	3
10343	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	1	1	1	1	1	1	1	1	549	507.27	89.15	0.02	0.02	2	0
10344	1	1	1	1	1	1	1	1	1	NA	1	1	NA	NA	NA	1	1	NA	1	NA	NA	1	NA	1	1	1	1	1	1	NA	NA	NA	1	1	1	NA	1	1	NA	336	270.77	66.65	0.04	0.05	13	0
10345	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	225	172.85	89.59	0.08	0.08	2	1
10351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	594	549.67	79.82	0.02	0.03	0	0
10352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	529	337.89	96.3	0.23	0.26	0	0
10354	1	1	NA	NA	1	1	NA	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	695	442.2	89.59	0.14	0.21	8	0
10355	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	430	376.07	86.44	0.05	0.05	0	2
10356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	538	481.02	89.9	0.05	0.06	2	0
10357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	236	184.45	89.96	0.1	0.11	0	1
10358	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	NA	NA	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	312	256.97	93.83	0.03	0.04	6	0
10359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1551	1347.91	94.48	0.06	0.07	0	0
10360	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	580	561.24	96.64	0.01	0.01	1	0
10361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	329	319.95	93.71	0	0	0	0
10362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	660	546.2	95.84	0.04	0.1	0	0
10365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	700	540.47	98.87	0.12	0.12	0	0
10366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2101	1975.4	90.59	0.01	0.01	0	0
10367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	691	658.65	96.69	0.01	0.02	0	0
10368	1	NA	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	234	160.95	80.95	0.05	0.06	5	0
10370	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	613	476.3	86.48	0.17	0.16	0	1
10373	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	218	209.74	89.15	0.01	0.01	1	1
10374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	500	447.3	95.15	0.06	0.78	0	0
10376	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	NA	1	1	NA	1	1	1	NA	NA	1	1	NA	NA	1	1	1	NA	1	NA	1	998	727.41	74.25	0.19	0.28	10	0
10377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	399	380.37	97.28	0.02	0.02	0	0
1038	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	2915	2151.45	94.19	0.14	0.96	2	0
10380	2	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	137	99.05	84.06	0.1	0.1	1	1
10382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	284	180.07	94.97	0.22	0.21	0	0
10383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	313	211.95	83.46	0.16	0.19	1	1
10385	1	1	1	1	1	1	1	NA	1	1	1	NA	NA	1	1	1	1	1	NA	NA	1	1	NA	1	1	1	1	NA	NA	1	NA	NA	NA	1	1	NA	1	1	1	636	364.85	59.25	0.28	0.35	12	0
10386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	309	207.24	92.44	0.04	0.03	0	0
10388	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	712	611.24	91.58	0.09	0.09	1	0
10389	NA	1	NA	NA	NA	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	NA	1	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	537	418.4	93.39	0.11	0.14	18	0
1039	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	177	113.74	90.85	0.06	0.06	3	0
10390	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	727	652.53	90.71	0.04	0.04	1	1
10391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	606	526.1	84.76	0.09	0.09	0	0
10393	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	195	167.56	97.3	0.01	0.01	1	1
10394	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	666	587.81	87.79	0.05	0.06	1	0
10395	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	NA	2	1	2	2	1	2	1	2	421	321.45	68.77	0.15	0.15	1	13
10396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	776	694.37	77.93	0.06	0.06	0	1
10400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	397	329.43	98.11	0.09	0.1	0	1
10401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	408	372.35	95.98	0.03	0.07	0	0
10403	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	529	515.09	92.88	0	0	1	1
10404	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	383	294.5	88.03	0.15	0.17	0	4
10405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	495	469.83	92.22	0	0	1	0
1041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2216	1285.87	67.04	0.47	1.4	0	0
10412	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	309	277.12	78.57	0.01	0.02	1	0
10414	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	119	83.65	84.46	0	0	2	0
10415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	2	1	1	1	1	NA	1	1	1	1	1	1	419	265.55	73.3	0.09	0.1	2	1
10417	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	346	298.11	95.55	0.02	0.05	0	1
10418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	184	128.19	92.97	0.11	0.11	0	0
10420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	634	551.88	95.01	0.01	0.01	0	0
10422	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	NA	1	1	1	NA	1	1	NA	371	217.89	73.54	0.12	0.14	6	0
10424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	426	360.02	95.21	0.07	0.07	1	0
10426	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	675	525.98	97.37	0.06	0.08	2	0
10427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	212	160.93	97.75	0.01	0.01	0	0
10429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	352	272.36	98.83	0.03	0.03	0	0
1043	1	2	2	2	2	2	2	1	NA	NA	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	NA	2	1	1	1	2	NA	1	347	275.71	66.94	0.08	0.12	4	14
