# Assembly name:  Gallus_gallus-4.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2011-11-22
# Synonyms:       galGal4	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN03
# Assembly method: Celera Assembler v. 5.4
# Genome coverage: 12X
# Sequencing technology: Sanger; 454
# GenBank assembly accession: GCA_000002315.2
# RefSeq assembly accession: GCF_000002315.3
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.2	GCF_000000185.2	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Chr1_random_7180000972181	unlocalized-scaffold	1	Chromosome	AADN03009427.1	=	NW_003764461.1	Primary Assembly	1318	chr1_AADN03009427_random
Chr1_random_deg7180000655307	unlocalized-scaffold	1	Chromosome	AADN03009428.1	=	NW_003764531.1	Primary Assembly	609	chr1_AADN03009428_random
Chr1_random_deg7180000659760	unlocalized-scaffold	1	Chromosome	AADN03009429.1	=	NW_003764532.1	Primary Assembly	663	chr1_AADN03009429_random
Chr1_random_deg7180000662831	unlocalized-scaffold	1	Chromosome	AADN03009430.1	=	NW_003764533.1	Primary Assembly	587	chr1_AADN03009430_random
Chr1_random_deg7180000663334	unlocalized-scaffold	1	Chromosome	AADN03009431.1	=	NW_003764534.1	Primary Assembly	819	chr1_AADN03009431_random
Chr1_random_deg7180000663447	unlocalized-scaffold	1	Chromosome	AADN03009432.1	=	NW_003764535.1	Primary Assembly	698	chr1_AADN03009432_random
Chr1_random_deg7180000663849	unlocalized-scaffold	1	Chromosome	AADN03009433.1	=	NW_003764536.1	Primary Assembly	779	chr1_AADN03009433_random
Chr1_random_deg7180000664145	unlocalized-scaffold	1	Chromosome	AADN03009434.1	=	NW_003764537.1	Primary Assembly	875	chr1_AADN03009434_random
Chr1_random_deg7180000665258	unlocalized-scaffold	1	Chromosome	AADN03009435.1	=	NW_003764538.1	Primary Assembly	538	chr1_AADN03009435_random
Chr1_random_deg7180000666139	unlocalized-scaffold	1	Chromosome	AADN03009436.1	=	NW_003764539.1	Primary Assembly	542	chr1_AADN03009436_random
Chr1_random_deg7180000666185	unlocalized-scaffold	1	Chromosome	AADN03009437.1	=	NW_003764540.1	Primary Assembly	857	chr1_AADN03009437_random
Chr1_random_deg7180000666735	unlocalized-scaffold	1	Chromosome	AADN03009438.1	=	NW_003764541.1	Primary Assembly	699	chr1_AADN03009438_random
Chr1_random_deg7180000666758	unlocalized-scaffold	1	Chromosome	AADN03009439.1	=	NW_003764542.1	Primary Assembly	734	chr1_AADN03009439_random
Chr1_random_deg7180000669278	unlocalized-scaffold	1	Chromosome	AADN03009440.1	=	NW_003764543.1	Primary Assembly	540	chr1_AADN03009440_random
Chr1_random_deg7180000671606	unlocalized-scaffold	1	Chromosome	AADN03009441.1	=	NW_003764544.1	Primary Assembly	659	chr1_AADN03009441_random
Chr1_random_deg7180000671712	unlocalized-scaffold	1	Chromosome	AADN03009442.1	=	NW_003764545.1	Primary Assembly	549	chr1_AADN03009442_random
Chr1_random_deg7180000672712	unlocalized-scaffold	1	Chromosome	AADN03009443.1	=	NW_003764546.1	Primary Assembly	937	chr1_AADN03009443_random
Chr1_random_deg7180000673251	unlocalized-scaffold	1	Chromosome	AADN03009444.1	=	NW_003764547.1	Primary Assembly	748	chr1_AADN03009444_random
Chr1_random_deg7180000673861	unlocalized-scaffold	1	Chromosome	AADN03009445.1	=	NW_003764548.1	Primary Assembly	720	chr1_AADN03009445_random
Chr1_random_deg7180000674413	unlocalized-scaffold	1	Chromosome	AADN03009446.1	=	NW_003764549.1	Primary Assembly	905	chr1_AADN03009446_random
Chr1_random_deg7180000674446	unlocalized-scaffold	1	Chromosome	AADN03009447.1	=	NW_003764550.1	Primary Assembly	788	chr1_AADN03009447_random
Chr1_random_deg7180000674584	unlocalized-scaffold	1	Chromosome	AADN03009448.1	=	NW_003764551.1	Primary Assembly	714	chr1_AADN03009448_random
Chr1_random_deg7180000674971	unlocalized-scaffold	1	Chromosome	AADN03009449.1	=	NW_003764552.1	Primary Assembly	783	chr1_AADN03009449_random
Chr1_random_deg7180000677645	unlocalized-scaffold	1	Chromosome	AADN03009450.1	=	NW_003764553.1	Primary Assembly	801	chr1_AADN03009450_random
Chr1_random_deg7180000678719	unlocalized-scaffold	1	Chromosome	AADN03009451.1	=	NW_003764554.1	Primary Assembly	852	chr1_AADN03009451_random
Chr1_random_deg7180000680605	unlocalized-scaffold	1	Chromosome	AADN03009452.1	=	NW_003764555.1	Primary Assembly	616	chr1_AADN03009452_random
Chr1_random_deg7180000681073	unlocalized-scaffold	1	Chromosome	AADN03009453.1	=	NW_003764556.1	Primary Assembly	1099	chr1_AADN03009453_random
Chr1_random_deg7180000682251	unlocalized-scaffold	1	Chromosome	AADN03009454.1	=	NW_003764557.1	Primary Assembly	799	chr1_AADN03009454_random
Chr1_random_deg7180000682252	unlocalized-scaffold	1	Chromosome	AADN03009455.1	=	NW_003764558.1	Primary Assembly	617	chr1_AADN03009455_random
Chr1_random_deg7180000682786	unlocalized-scaffold	1	Chromosome	AADN03009456.1	=	NW_003764559.1	Primary Assembly	954	chr1_AADN03009456_random
Chr1_random_deg7180000683309	unlocalized-scaffold	1	Chromosome	AADN03009457.1	=	NW_003764560.1	Primary Assembly	530	chr1_AADN03009457_random
Chr1_random_deg7180000683627	unlocalized-scaffold	1	Chromosome	AADN03009458.1	=	NW_003764561.1	Primary Assembly	1112	chr1_AADN03009458_random
Chr1_random_deg7180000685769	unlocalized-scaffold	1	Chromosome	AADN03009459.1	=	NW_003764562.1	Primary Assembly	811	chr1_AADN03009459_random
Chr1_random_deg7180000687063	unlocalized-scaffold	1	Chromosome	AADN03009460.1	=	NW_003764563.1	Primary Assembly	830	chr1_AADN03009460_random
Chr1_random_deg7180000687616	unlocalized-scaffold	1	Chromosome	AADN03009461.1	=	NW_003764564.1	Primary Assembly	724	chr1_AADN03009461_random
Chr1_random_deg7180000687748	unlocalized-scaffold	1	Chromosome	AADN03009462.1	=	NW_003764565.1	Primary Assembly	555	chr1_AADN03009462_random
Chr1_random_deg7180000688400	unlocalized-scaffold	1	Chromosome	AADN03009463.1	=	NW_003764566.1	Primary Assembly	743	chr1_AADN03009463_random
Chr1_random_deg7180000690036	unlocalized-scaffold	1	Chromosome	AADN03009464.1	=	NW_003764567.1	Primary Assembly	531	chr1_AADN03009464_random
Chr1_random_deg7180000690100	unlocalized-scaffold	1	Chromosome	AADN03009465.1	=	NW_003764568.1	Primary Assembly	520	chr1_AADN03009465_random
Chr1_random_deg7180000690810	unlocalized-scaffold	1	Chromosome	AADN03009466.1	=	NW_003764569.1	Primary Assembly	769	chr1_AADN03009466_random
Chr1_random_deg7180000691032	unlocalized-scaffold	1	Chromosome	AADN03009467.1	=	NW_003764570.1	Primary Assembly	840	chr1_AADN03009467_random
Chr1_random_deg7180000691210	unlocalized-scaffold	1	Chromosome	AADN03009468.1	=	NW_003764571.1	Primary Assembly	805	chr1_AADN03009468_random
Chr1_random_deg7180000691459	unlocalized-scaffold	1	Chromosome	AADN03009469.1	=	NW_003764572.1	Primary Assembly	627	chr1_AADN03009469_random
Chr1_random_deg7180000691737	unlocalized-scaffold	1	Chromosome	AADN03009470.1	=	NW_003764573.1	Primary Assembly	1183	chr1_AADN03009470_random
Chr1_random_deg7180000691882	unlocalized-scaffold	1	Chromosome	AADN03009471.1	=	NW_003764574.1	Primary Assembly	526	chr1_AADN03009471_random
Chr1_random_deg7180000692045	unlocalized-scaffold	1	Chromosome	AADN03009472.1	=	NW_003764575.1	Primary Assembly	666	chr1_AADN03009472_random
Chr1_random_deg7180000692052	unlocalized-scaffold	1	Chromosome	AADN03009473.1	=	NW_003764576.1	Primary Assembly	866	chr1_AADN03009473_random
Chr1_random_deg7180000693206	unlocalized-scaffold	1	Chromosome	AADN03009474.1	=	NW_003764577.1	Primary Assembly	943	chr1_AADN03009474_random
Chr1_random_deg7180000693243	unlocalized-scaffold	1	Chromosome	AADN03009475.1	=	NW_003764578.1	Primary Assembly	941	chr1_AADN03009475_random
Chr1_random_deg7180000694234	unlocalized-scaffold	1	Chromosome	AADN03009476.1	=	NW_003764579.1	Primary Assembly	695	chr1_AADN03009476_random
Chr1_random_deg7180000694486	unlocalized-scaffold	1	Chromosome	AADN03009477.1	=	NW_003764580.1	Primary Assembly	765	chr1_AADN03009477_random
Chr1_random_deg7180000695746	unlocalized-scaffold	1	Chromosome	AADN03009478.1	=	NW_003764581.1	Primary Assembly	922	chr1_AADN03009478_random
Chr1_random_deg7180000696854	unlocalized-scaffold	1	Chromosome	AADN03009479.1	=	NW_003764582.1	Primary Assembly	535	chr1_AADN03009479_random
Chr1_random_deg7180000697132	unlocalized-scaffold	1	Chromosome	AADN03009480.1	=	NW_003764583.1	Primary Assembly	675	chr1_AADN03009480_random
Chr1_random_deg7180000697391	unlocalized-scaffold	1	Chromosome	AADN03009481.1	=	NW_003764584.1	Primary Assembly	512	chr1_AADN03009481_random
Chr1_random_deg7180000698031	unlocalized-scaffold	1	Chromosome	AADN03009482.1	=	NW_003764585.1	Primary Assembly	758	chr1_AADN03009482_random
Chr1_random_deg7180000698851	unlocalized-scaffold	1	Chromosome	AADN03009483.1	=	NW_003764586.1	Primary Assembly	964	chr1_AADN03009483_random
Chr1_random_deg7180000699558	unlocalized-scaffold	1	Chromosome	AADN03009484.1	=	NW_003764587.1	Primary Assembly	546	chr1_AADN03009484_random
Chr1_random_deg7180000700685	unlocalized-scaffold	1	Chromosome	AADN03009485.1	=	NW_003764588.1	Primary Assembly	839	chr1_AADN03009485_random
Chr1_random_deg7180000701964	unlocalized-scaffold	1	Chromosome	AADN03009486.1	=	NW_003764589.1	Primary Assembly	556	chr1_AADN03009486_random
Chr1_random_deg7180000707458	unlocalized-scaffold	1	Chromosome	AADN03009487.1	=	NW_003764590.1	Primary Assembly	741	chr1_AADN03009487_random
Chr1_random_deg7180000708108	unlocalized-scaffold	1	Chromosome	AADN03009488.1	=	NW_003764591.1	Primary Assembly	752	chr1_AADN03009488_random
Chr1_random_deg7180000708118	unlocalized-scaffold	1	Chromosome	AADN03009489.1	=	NW_003764592.1	Primary Assembly	804	chr1_AADN03009489_random
Chr1_random_deg7180000708685	unlocalized-scaffold	1	Chromosome	AADN03009490.1	=	NW_003764593.1	Primary Assembly	603	chr1_AADN03009490_random
Chr1_random_deg7180000709211	unlocalized-scaffold	1	Chromosome	AADN03009491.1	=	NW_003764594.1	Primary Assembly	625	chr1_AADN03009491_random
Chr1_random_deg7180000712833	unlocalized-scaffold	1	Chromosome	AADN03009492.1	=	NW_003764595.1	Primary Assembly	819	chr1_AADN03009492_random
Chr1_random_deg7180000712882	unlocalized-scaffold	1	Chromosome	AADN03009493.1	=	NW_003764596.1	Primary Assembly	899	chr1_AADN03009493_random
Chr1_random_deg7180000713776	unlocalized-scaffold	1	Chromosome	AADN03009494.1	=	NW_003764597.1	Primary Assembly	649	chr1_AADN03009494_random
Chr1_random_deg7180000713961	unlocalized-scaffold	1	Chromosome	AADN03009495.1	=	NW_003764598.1	Primary Assembly	683	chr1_AADN03009495_random
Chr1_random_deg7180000714503	unlocalized-scaffold	1	Chromosome	AADN03009496.1	=	NW_003764599.1	Primary Assembly	723	chr1_AADN03009496_random
Chr1_random_deg7180000714845	unlocalized-scaffold	1	Chromosome	AADN03009497.1	=	NW_003764600.1	Primary Assembly	545	chr1_AADN03009497_random
Chr1_random_deg7180000714981	unlocalized-scaffold	1	Chromosome	AADN03009498.1	=	NW_003764601.1	Primary Assembly	546	chr1_AADN03009498_random
Chr1_random_deg7180000714993	unlocalized-scaffold	1	Chromosome	AADN03009499.1	=	NW_003764602.1	Primary Assembly	870	chr1_AADN03009499_random
Chr1_random_deg7180000715283	unlocalized-scaffold	1	Chromosome	AADN03009500.1	=	NW_003764603.1	Primary Assembly	824	chr1_AADN03009500_random
Chr1_random_deg7180000716359	unlocalized-scaffold	1	Chromosome	AADN03009501.1	=	NW_003764604.1	Primary Assembly	842	chr1_AADN03009501_random
Chr1_random_deg7180000718913	unlocalized-scaffold	1	Chromosome	AADN03009502.1	=	NW_003764605.1	Primary Assembly	712	chr1_AADN03009502_random
Chr1_random_deg7180000724756	unlocalized-scaffold	1	Chromosome	AADN03009503.1	=	NW_003764606.1	Primary Assembly	568	chr1_AADN03009503_random
Chr1_random_deg7180000725819	unlocalized-scaffold	1	Chromosome	AADN03009504.1	=	NW_003764607.1	Primary Assembly	656	chr1_AADN03009504_random
Chr1_random_deg7180000726232	unlocalized-scaffold	1	Chromosome	AADN03009505.1	=	NW_003764608.1	Primary Assembly	849	chr1_AADN03009505_random
Chr1_random_deg7180000726685	unlocalized-scaffold	1	Chromosome	AADN03009506.1	=	NW_003764609.1	Primary Assembly	560	chr1_AADN03009506_random
Chr1_random_deg7180000726723	unlocalized-scaffold	1	Chromosome	AADN03009507.1	=	NW_003764610.1	Primary Assembly	718	chr1_AADN03009507_random
Chr1_random_deg7180000729105	unlocalized-scaffold	1	Chromosome	AADN03009508.1	=	NW_003764611.1	Primary Assembly	539	chr1_AADN03009508_random
Chr1_random_deg7180000729866	unlocalized-scaffold	1	Chromosome	AADN03009509.1	=	NW_003764612.1	Primary Assembly	625	chr1_AADN03009509_random
Chr1_random_deg7180000730593	unlocalized-scaffold	1	Chromosome	AADN03009510.1	=	NW_003764613.1	Primary Assembly	546	chr1_AADN03009510_random
Chr1_random_deg7180000731025	unlocalized-scaffold	1	Chromosome	AADN03009511.1	=	NW_003764614.1	Primary Assembly	532	chr1_AADN03009511_random
Chr1_random_deg7180000732929	unlocalized-scaffold	1	Chromosome	AADN03009512.1	=	NW_003764615.1	Primary Assembly	732	chr1_AADN03009512_random
Chr1_random_deg7180000734110	unlocalized-scaffold	1	Chromosome	AADN03009513.1	=	NW_003764616.1	Primary Assembly	827	chr1_AADN03009513_random
Chr1_random_deg7180000735476	unlocalized-scaffold	1	Chromosome	AADN03009514.1	=	NW_003764617.1	Primary Assembly	796	chr1_AADN03009514_random
Chr1_random_deg7180000736603	unlocalized-scaffold	1	Chromosome	AADN03009515.1	=	NW_003764618.1	Primary Assembly	576	chr1_AADN03009515_random
Chr1_random_deg7180000737223	unlocalized-scaffold	1	Chromosome	AADN03009516.1	=	NW_003764619.1	Primary Assembly	588	chr1_AADN03009516_random
Chr1_random_deg7180000737840	unlocalized-scaffold	1	Chromosome	AADN03009517.1	=	NW_003764620.1	Primary Assembly	793	chr1_AADN03009517_random
Chr1_random_deg7180000739848	unlocalized-scaffold	1	Chromosome	AADN03009518.1	=	NW_003764621.1	Primary Assembly	648	chr1_AADN03009518_random
Chr1_random_deg7180000740063	unlocalized-scaffold	1	Chromosome	AADN03009519.1	=	NW_003764622.1	Primary Assembly	594	chr1_AADN03009519_random
Chr1_random_deg7180000740359	unlocalized-scaffold	1	Chromosome	AADN03009520.1	=	NW_003764623.1	Primary Assembly	619	chr1_AADN03009520_random
Chr1_random_deg7180000748455	unlocalized-scaffold	1	Chromosome	AADN03009521.1	=	NW_003764624.1	Primary Assembly	663	chr1_AADN03009521_random
Chr1_random_deg7180000749619	unlocalized-scaffold	1	Chromosome	AADN03009522.1	=	NW_003764625.1	Primary Assembly	823	chr1_AADN03009522_random
Chr1_random_deg7180000753864	unlocalized-scaffold	1	Chromosome	AADN03009523.1	=	NW_003764626.1	Primary Assembly	515	chr1_AADN03009523_random
Chr1_random_deg7180000759172	unlocalized-scaffold	1	Chromosome	AADN03009524.1	=	NW_003764627.1	Primary Assembly	971	chr1_AADN03009524_random
Chr1_random_deg7180000763065	unlocalized-scaffold	1	Chromosome	AADN03009525.1	=	NW_003764628.1	Primary Assembly	613	chr1_AADN03009525_random
Chr1_random_deg7180000763118	unlocalized-scaffold	1	Chromosome	AADN03009526.1	=	NW_003764629.1	Primary Assembly	832	chr1_AADN03009526_random
Chr1_random_deg7180000767955	unlocalized-scaffold	1	Chromosome	AADN03009527.1	=	NW_003764630.1	Primary Assembly	899	chr1_AADN03009527_random
Chr1_random_deg7180000784580	unlocalized-scaffold	1	Chromosome	AADN03009528.1	=	NW_003764631.1	Primary Assembly	652	chr1_AADN03009528_random
Chr1_random_deg7180000784653	unlocalized-scaffold	1	Chromosome	AADN03009529.1	=	NW_003764632.1	Primary Assembly	564	chr1_AADN03009529_random
Chr1_random_deg7180000802307	unlocalized-scaffold	1	Chromosome	AADN03009530.1	=	NW_003764633.1	Primary Assembly	911	chr1_AADN03009530_random
Chr1_random_deg7180000806479	unlocalized-scaffold	1	Chromosome	AADN03009531.1	=	NW_003764634.1	Primary Assembly	642	chr1_AADN03009531_random
Chr1_random_deg7180000819367	unlocalized-scaffold	1	Chromosome	AADN03009532.1	=	NW_003764635.1	Primary Assembly	518	chr1_AADN03009532_random
Chr1_random_deg7180000832930	unlocalized-scaffold	1	Chromosome	AADN03009533.1	=	NW_003764636.1	Primary Assembly	532	chr1_AADN03009533_random
Chr1_random_deg7180000834951	unlocalized-scaffold	1	Chromosome	AADN03009534.1	=	NW_003764637.1	Primary Assembly	595	chr1_AADN03009534_random
Chr1_random_deg7180000866476	unlocalized-scaffold	1	Chromosome	AADN03009535.1	=	NW_003764638.1	Primary Assembly	1175	chr1_AADN03009535_random
Chr1_random_deg7180000866532	unlocalized-scaffold	1	Chromosome	AADN03009536.1	=	NW_003764639.1	Primary Assembly	1817	chr1_AADN03009536_random
Chr1_random_deg7180000866578	unlocalized-scaffold	1	Chromosome	AADN03009537.1	=	NW_003764640.1	Primary Assembly	1091	chr1_AADN03009537_random
Chr1_random_deg7180000866579	unlocalized-scaffold	1	Chromosome	AADN03009538.1	=	NW_003764641.1	Primary Assembly	830	chr1_AADN03009538_random
Chr1_random_deg7180000866596	unlocalized-scaffold	1	Chromosome	AADN03009539.1	=	NW_003764642.1	Primary Assembly	1791	chr1_AADN03009539_random
Chr1_random_deg7180000866632	unlocalized-scaffold	1	Chromosome	AADN03009540.1	=	NW_003764643.1	Primary Assembly	6128	chr1_AADN03009540_random
Chr1_random_deg7180000866680	unlocalized-scaffold	1	Chromosome	AADN03009541.1	=	NW_003764644.1	Primary Assembly	1326	chr1_AADN03009541_random
Chr1_random_deg7180000866784	unlocalized-scaffold	1	Chromosome	AADN03009542.1	=	NW_003764645.1	Primary Assembly	974	chr1_AADN03009542_random
Chr1_random_deg7180000867370	unlocalized-scaffold	1	Chromosome	AADN03009543.1	=	NW_003764646.1	Primary Assembly	815	chr1_AADN03009543_random
Chr1_random_deg7180000867440	unlocalized-scaffold	1	Chromosome	AADN03009544.1	=	NW_003764647.1	Primary Assembly	1755	chr1_AADN03009544_random
Chr1_random_deg7180000867664	unlocalized-scaffold	1	Chromosome	AADN03009545.1	=	NW_003764648.1	Primary Assembly	1519	chr1_AADN03009545_random
Chr1_random_deg7180000867710	unlocalized-scaffold	1	Chromosome	AADN03009546.1	=	NW_003764649.1	Primary Assembly	640	chr1_AADN03009546_random
Chr1_random_deg7180000867999	unlocalized-scaffold	1	Chromosome	AADN03009547.1	=	NW_003764650.1	Primary Assembly	1068	chr1_AADN03009547_random
Chr1_random_deg7180000868477	unlocalized-scaffold	1	Chromosome	AADN03009548.1	=	NW_003764651.1	Primary Assembly	915	chr1_AADN03009548_random
Chr1_random_deg7180000868491	unlocalized-scaffold	1	Chromosome	AADN03009549.1	=	NW_003764652.1	Primary Assembly	3829	chr1_AADN03009549_random
Chr1_random_deg7180000868614	unlocalized-scaffold	1	Chromosome	AADN03009550.1	=	NW_003764653.1	Primary Assembly	615	chr1_AADN03009550_random
Chr1_random_deg7180000868648	unlocalized-scaffold	1	Chromosome	AADN03009551.1	=	NW_003764654.1	Primary Assembly	1453	chr1_AADN03009551_random
Chr1_random_deg7180000868759	unlocalized-scaffold	1	Chromosome	AADN03009552.1	=	NW_003764655.1	Primary Assembly	1854	chr1_AADN03009552_random
Chr1_random_deg7180000868794	unlocalized-scaffold	1	Chromosome	AADN03009553.1	=	NW_003764656.1	Primary Assembly	1155	chr1_AADN03009553_random
Chr1_random_deg7180000868799	unlocalized-scaffold	1	Chromosome	AADN03009554.1	=	NW_003764657.1	Primary Assembly	981	chr1_AADN03009554_random
Chr1_random_deg7180000868996	unlocalized-scaffold	1	Chromosome	AADN03009555.1	=	NW_003764658.1	Primary Assembly	733	chr1_AADN03009555_random
Chr1_random_deg7180000869011	unlocalized-scaffold	1	Chromosome	AADN03009556.1	=	NW_003764659.1	Primary Assembly	760	chr1_AADN03009556_random
Chr1_random_deg7180000869146	unlocalized-scaffold	1	Chromosome	AADN03009557.1	=	NW_003764660.1	Primary Assembly	792	chr1_AADN03009557_random
Chr1_random_deg7180000869248	unlocalized-scaffold	1	Chromosome	AADN03009558.1	=	NW_003764661.1	Primary Assembly	1112	chr1_AADN03009558_random
Chr1_random_deg7180000869254	unlocalized-scaffold	1	Chromosome	AADN03009559.1	=	NW_003764662.1	Primary Assembly	1120	chr1_AADN03009559_random
Chr1_random_deg7180000869255	unlocalized-scaffold	1	Chromosome	AADN03009560.1	=	NW_003764663.1	Primary Assembly	1558	chr1_AADN03009560_random
Chr1_random_deg7180000869257	unlocalized-scaffold	1	Chromosome	AADN03009561.1	=	NW_003764664.1	Primary Assembly	3378	chr1_AADN03009561_random
Chr1_random_deg7180000869314	unlocalized-scaffold	1	Chromosome	AADN03009562.1	=	NW_003764665.1	Primary Assembly	737	chr1_AADN03009562_random
Chr1_random_deg7180000869361	unlocalized-scaffold	1	Chromosome	AADN03009563.1	=	NW_003764666.1	Primary Assembly	986	chr1_AADN03009563_random
Chr1_random_deg7180000869366	unlocalized-scaffold	1	Chromosome	AADN03009564.1	=	NW_003764667.1	Primary Assembly	1128	chr1_AADN03009564_random
Chr1_random_deg7180000869369	unlocalized-scaffold	1	Chromosome	AADN03009565.1	=	NW_003764668.1	Primary Assembly	1621	chr1_AADN03009565_random
Chr1_random_deg7180000869373	unlocalized-scaffold	1	Chromosome	AADN03009566.1	=	NW_003764669.1	Primary Assembly	1186	chr1_AADN03009566_random
Chr1_random_deg7180000869376	unlocalized-scaffold	1	Chromosome	AADN03009567.1	=	NW_003764670.1	Primary Assembly	830	chr1_AADN03009567_random
Chr1_random_deg7180000869608	unlocalized-scaffold	1	Chromosome	AADN03009568.1	=	NW_003764671.1	Primary Assembly	1337	chr1_AADN03009568_random
Chr1_random_deg7180000870093	unlocalized-scaffold	1	Chromosome	AADN03009569.1	=	NW_003764672.1	Primary Assembly	768	chr1_AADN03009569_random
Chr1_random_deg7180000871304	unlocalized-scaffold	1	Chromosome	AADN03009570.1	=	NW_003764673.1	Primary Assembly	910	chr1_AADN03009570_random
Chr1_random_deg7180000871321	unlocalized-scaffold	1	Chromosome	AADN03009571.1	=	NW_003764674.1	Primary Assembly	1157	chr1_AADN03009571_random
Chr1_random_deg7180000871360	unlocalized-scaffold	1	Chromosome	AADN03009572.1	=	NW_003764675.1	Primary Assembly	589	chr1_AADN03009572_random
Chr1_random_deg7180000871602	unlocalized-scaffold	1	Chromosome	AADN03009573.1	=	NW_003764676.1	Primary Assembly	801	chr1_AADN03009573_random
Chr1_random_deg7180000871832	unlocalized-scaffold	1	Chromosome	AADN03009574.1	=	NW_003764677.1	Primary Assembly	1629	chr1_AADN03009574_random
Chr1_random_deg7180000872272	unlocalized-scaffold	1	Chromosome	AADN03009575.1	=	NW_003764678.1	Primary Assembly	842	chr1_AADN03009575_random
Chr1_random_deg7180000873216	unlocalized-scaffold	1	Chromosome	AADN03009576.1	=	NW_003764679.1	Primary Assembly	738	chr1_AADN03009576_random
Chr1_random_deg7180000873417	unlocalized-scaffold	1	Chromosome	AADN03009577.1	=	NW_003764680.1	Primary Assembly	933	chr1_AADN03009577_random
Chr1_random_deg7180000873437	unlocalized-scaffold	1	Chromosome	AADN03009578.1	=	NW_003764681.1	Primary Assembly	626	chr1_AADN03009578_random
Chr1_random_deg7180000873438	unlocalized-scaffold	1	Chromosome	AADN03009579.1	=	NW_003764682.1	Primary Assembly	1248	chr1_AADN03009579_random
Chr1_random_deg7180000873630	unlocalized-scaffold	1	Chromosome	AADN03009580.1	=	NW_003764683.1	Primary Assembly	641	chr1_AADN03009580_random
