# Assembly name:  Gallus_gallus-5.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  RJF #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2015-12-16
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN04
# Assembly method: MHAP/PBcR v. 8.2beta
# Genome coverage: 70x
# Sequencing technology: Sanger; 454; Illumina; PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000002315.3
# RefSeq assembly accession: GCF_000002315.4
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.3	GCF_000000185.3	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
chr1random_Scaffold4609	unlocalized-scaffold	1	Chromosome	AADN04004160.1	=	NT_456278.1	Primary Assembly	15635	na
chr1random_Scaffold4611	unlocalized-scaffold	1	Chromosome	AADN04004162.1	=	NT_456279.1	Primary Assembly	15556	na
chr1random_Scaffold4634	unlocalized-scaffold	1	Chromosome	AADN04004185.1	=	NT_456280.1	Primary Assembly	15513	na
chr1random_Scaffold4647	unlocalized-scaffold	1	Chromosome	AADN04004197.1	=	NT_456281.1	Primary Assembly	15498	na
chr1random_Scaffold4648	unlocalized-scaffold	1	Chromosome	AADN04004198.1	=	NT_456282.1	Primary Assembly	15494	na
chr1random_Scaffold4672	unlocalized-scaffold	1	Chromosome	AADN04004223.1	=	NT_456284.1	Primary Assembly	15454	na
chr1random_Scaffold4692	unlocalized-scaffold	1	Chromosome	AADN04004240.1	=	NT_456285.1	Primary Assembly	15399	na
chr1random_Scaffold4713	unlocalized-scaffold	1	Chromosome	AADN04004263.1	=	NT_456286.1	Primary Assembly	15367	na
chr1random_Scaffold4728	unlocalized-scaffold	1	Chromosome	AADN04004278.1	=	NT_456287.1	Primary Assembly	15339	na
chr1random_Scaffold4732	unlocalized-scaffold	1	Chromosome	AADN04004282.1	=	NT_456288.1	Primary Assembly	15334	na
chr1random_Scaffold4742	unlocalized-scaffold	1	Chromosome	AADN04004293.1	=	NT_456289.1	Primary Assembly	15317	na
chr1random_Scaffold4776	unlocalized-scaffold	1	Chromosome	AADN04004323.1	=	NT_456290.1	Primary Assembly	15236	na
chr1random_Scaffold4803	unlocalized-scaffold	1	Chromosome	AADN04004349.1	=	NT_456291.1	Primary Assembly	15197	na
chr1random_Scaffold4829	unlocalized-scaffold	1	Chromosome	AADN04004372.1	=	NT_456292.1	Primary Assembly	15155	na
chr1random_Scaffold4846	unlocalized-scaffold	1	Chromosome	AADN04004392.1	=	NT_456293.1	Primary Assembly	15123	na
chr1random_Scaffold4853	unlocalized-scaffold	1	Chromosome	AADN04004400.1	=	NT_456294.1	Primary Assembly	15103	na
chr1random_Scaffold4881	unlocalized-scaffold	1	Chromosome	AADN04004426.1	=	NT_456295.1	Primary Assembly	15096	na
chr1random_Scaffold4915	unlocalized-scaffold	1	Chromosome	AADN04004458.1	=	NT_456296.1	Primary Assembly	15050	na
chr1random_Scaffold4920	unlocalized-scaffold	1	Chromosome	AADN04004463.1	=	NT_456297.1	Primary Assembly	15000	na
chr1random_Scaffold4950	unlocalized-scaffold	1	Chromosome	AADN04004491.1	=	NT_456298.1	Primary Assembly	14947	na
chr1random_Scaffold4961	unlocalized-scaffold	1	Chromosome	AADN04004502.1	=	NT_456299.1	Primary Assembly	14975	na
chr1random_Scaffold4990	unlocalized-scaffold	1	Chromosome	AADN04004530.1	=	NT_456300.1	Primary Assembly	14944	na
chr1random_Scaffold5023	unlocalized-scaffold	1	Chromosome	AADN04004560.1	=	NT_456301.1	Primary Assembly	14918	na
chr1random_Scaffold5048	unlocalized-scaffold	1	Chromosome	AADN04004585.1	=	NT_456302.1	Primary Assembly	14782	na
chr1random_Scaffold5083	unlocalized-scaffold	1	Chromosome	AADN04004618.1	=	NT_456303.1	Primary Assembly	14747	na
chr1random_Scaffold5094	unlocalized-scaffold	1	Chromosome	AADN04004627.1	=	NT_456304.1	Primary Assembly	14748	na
chr1random_Scaffold5103	unlocalized-scaffold	1	Chromosome	AADN04004636.1	=	NT_456305.1	Primary Assembly	14705	na
chr1random_Scaffold5107	unlocalized-scaffold	1	Chromosome	AADN04004640.1	=	NT_456306.1	Primary Assembly	14747	na
chr1random_Scaffold5122	unlocalized-scaffold	1	Chromosome	AADN04004655.1	=	NT_456307.1	Primary Assembly	14658	na
chr1random_Scaffold5139	unlocalized-scaffold	1	Chromosome	AADN04004670.1	=	NT_456308.1	Primary Assembly	14663	na
chr1random_Scaffold5140	unlocalized-scaffold	1	Chromosome	AADN04004671.1	=	NT_456309.1	Primary Assembly	14635	na
chr1random_Scaffold5173	unlocalized-scaffold	1	Chromosome	AADN04004702.1	=	NT_456310.1	Primary Assembly	14595	na
chr1random_Scaffold5176	unlocalized-scaffold	1	Chromosome	AADN04004705.1	=	NT_456311.1	Primary Assembly	14668	na
chr1random_Scaffold5179	unlocalized-scaffold	1	Chromosome	AADN04004708.1	=	NT_456312.1	Primary Assembly	14730	na
chr1random_Scaffold5181	unlocalized-scaffold	1	Chromosome	AADN04004710.1	=	NT_456313.1	Primary Assembly	14596	na
chr1random_Scaffold5216	unlocalized-scaffold	1	Chromosome	AADN04004741.1	=	NT_456314.1	Primary Assembly	14505	na
chr1random_Scaffold5218	unlocalized-scaffold	1	Chromosome	AADN04004743.1	=	NT_456315.1	Primary Assembly	14515	na
chr1random_Scaffold5235	unlocalized-scaffold	1	Chromosome	AADN04004758.1	=	NT_456316.1	Primary Assembly	14481	na
chr1random_Scaffold5252	unlocalized-scaffold	1	Chromosome	AADN04004773.1	=	NT_456317.1	Primary Assembly	14465	na
chr1random_Scaffold5256	unlocalized-scaffold	1	Chromosome	AADN04004778.1	=	NT_456318.1	Primary Assembly	14554	na
chr1random_Scaffold5271	unlocalized-scaffold	1	Chromosome	AADN04004791.1	=	NT_456319.1	Primary Assembly	14433	na
chr1random_Scaffold5300	unlocalized-scaffold	1	Chromosome	AADN04004819.1	=	NT_456320.1	Primary Assembly	14408	na
chr1random_Scaffold5301	unlocalized-scaffold	1	Chromosome	AADN04004820.1	=	NT_456321.1	Primary Assembly	14370	na
chr1random_Scaffold5303	unlocalized-scaffold	1	Chromosome	AADN04004822.1	=	NT_456322.1	Primary Assembly	14382	na
chr1random_Scaffold5306	unlocalized-scaffold	1	Chromosome	AADN04004825.1	=	NT_456323.1	Primary Assembly	14380	na
chr1random_Scaffold5310	unlocalized-scaffold	1	Chromosome	AADN04004829.1	=	NT_456324.1	Primary Assembly	14461	na
chr1random_Scaffold5315	unlocalized-scaffold	1	Chromosome	AADN04004835.1	=	NT_456325.1	Primary Assembly	14456	na
chr1random_Scaffold5317	unlocalized-scaffold	1	Chromosome	AADN04004837.1	=	NT_456326.1	Primary Assembly	14430	na
chr1random_Scaffold5384	unlocalized-scaffold	1	Chromosome	AADN04004901.1	=	NT_456327.1	Primary Assembly	14492	na
chr1random_Scaffold5414	unlocalized-scaffold	1	Chromosome	AADN04004928.1	=	NT_456328.1	Primary Assembly	14196	na
chr1random_Scaffold5441	unlocalized-scaffold	1	Chromosome	AADN04004950.1	=	NT_456329.1	Primary Assembly	14152	na
chr1random_Scaffold5472	unlocalized-scaffold	1	Chromosome	AADN04004979.1	=	NT_456330.1	Primary Assembly	14111	na
chr1random_Scaffold5501	unlocalized-scaffold	1	Chromosome	AADN04005004.1	=	NT_456331.1	Primary Assembly	14066	na
chr1random_Scaffold5507	unlocalized-scaffold	1	Chromosome	AADN04005010.1	=	NT_456332.1	Primary Assembly	14145	na
chr1random_Scaffold5508	unlocalized-scaffold	1	Chromosome	AADN04005011.1	=	NT_456333.1	Primary Assembly	14154	na
chr1random_Scaffold5509	unlocalized-scaffold	1	Chromosome	AADN04005012.1	=	NT_456334.1	Primary Assembly	14114	na
chr1random_Scaffold5513	unlocalized-scaffold	1	Chromosome	AADN04005015.1	=	NT_456335.1	Primary Assembly	14052	na
chr1random_Scaffold5562	unlocalized-scaffold	1	Chromosome	AADN04005068.1	=	NT_456336.1	Primary Assembly	14081	na
chr1random_Scaffold5586	unlocalized-scaffold	1	Chromosome	AADN04005093.1	=	NT_456339.1	Primary Assembly	13959	na
chr1random_Scaffold5597	unlocalized-scaffold	1	Chromosome	AADN04005104.1	=	NT_456340.1	Primary Assembly	13943	na
chr1random_Scaffold5598	unlocalized-scaffold	1	Chromosome	AADN04005105.1	=	NT_456341.1	Primary Assembly	13939	na
chr1random_Scaffold5600	unlocalized-scaffold	1	Chromosome	AADN04005107.1	=	NT_456342.1	Primary Assembly	13947	na
chr1random_Scaffold5635	unlocalized-scaffold	1	Chromosome	AADN04005139.1	=	NT_456343.1	Primary Assembly	13985	na
chr1random_Scaffold5647	unlocalized-scaffold	1	Chromosome	AADN04005150.1	=	NT_456344.1	Primary Assembly	13938	na
chr1random_Scaffold5666	unlocalized-scaffold	1	Chromosome	AADN04005170.1	=	NT_456345.1	Primary Assembly	13971	na
chr1random_Scaffold5669	unlocalized-scaffold	1	Chromosome	AADN04005172.1	=	NT_456346.1	Primary Assembly	13905	na
chr1random_Scaffold5695	unlocalized-scaffold	1	Chromosome	AADN04005198.1	=	NT_456347.1	Primary Assembly	13932	na
chr1random_Scaffold5747	unlocalized-scaffold	1	Chromosome	AADN04005247.1	=	NT_456348.1	Primary Assembly	13732	na
chr1random_Scaffold5758	unlocalized-scaffold	1	Chromosome	AADN04005258.1	=	NT_456349.1	Primary Assembly	13723	na
chr1random_Scaffold5765	unlocalized-scaffold	1	Chromosome	AADN04005266.1	=	NT_456350.1	Primary Assembly	13996	na
chr1random_Scaffold5772	unlocalized-scaffold	1	Chromosome	AADN04005272.1	=	NT_456351.1	Primary Assembly	14003	na
chr1random_Scaffold5787	unlocalized-scaffold	1	Chromosome	AADN04005285.1	=	NT_456352.1	Primary Assembly	13811	na
chr1random_Scaffold5805	unlocalized-scaffold	1	Chromosome	AADN04005301.1	=	NT_456353.1	Primary Assembly	13662	na
chr1random_Scaffold5812	unlocalized-scaffold	1	Chromosome	AADN04005308.1	=	NT_456354.1	Primary Assembly	13642	na
chr1random_Scaffold5824	unlocalized-scaffold	1	Chromosome	AADN04005320.1	=	NT_456355.1	Primary Assembly	13641	na
chr1random_Scaffold5908	unlocalized-scaffold	1	Chromosome	AADN04005398.1	=	NT_456356.1	Primary Assembly	13492	na
chr1random_Scaffold5914	unlocalized-scaffold	1	Chromosome	AADN04005403.1	=	NT_456357.1	Primary Assembly	13491	na
chr1random_Scaffold5921	unlocalized-scaffold	1	Chromosome	AADN04005410.1	=	NT_456358.1	Primary Assembly	13526	na
chr1random_Scaffold5924	unlocalized-scaffold	1	Chromosome	AADN04005413.1	=	NT_456359.1	Primary Assembly	13511	na
chr1random_Scaffold5936	unlocalized-scaffold	1	Chromosome	AADN04005426.1	=	NT_456360.1	Primary Assembly	13457	na
chr1random_Scaffold5948	unlocalized-scaffold	1	Chromosome	AADN04005438.1	=	NT_456361.1	Primary Assembly	13439	na
chr1random_Scaffold5961	unlocalized-scaffold	1	Chromosome	AADN04005451.1	=	NT_456362.1	Primary Assembly	13424	na
chr1random_Scaffold5989	unlocalized-scaffold	1	Chromosome	AADN04005476.1	=	NT_456363.1	Primary Assembly	13458	na
chr1random_Scaffold6058	unlocalized-scaffold	1	Chromosome	AADN04005538.1	=	NT_456364.1	Primary Assembly	13298	na
chr1random_Scaffold6070	unlocalized-scaffold	1	Chromosome	AADN04005548.1	=	NT_456365.1	Primary Assembly	13289	na
chr1random_Scaffold6091	unlocalized-scaffold	1	Chromosome	AADN04005568.1	=	NT_456366.1	Primary Assembly	13460	na
chr1random_Scaffold6111	unlocalized-scaffold	1	Chromosome	AADN04005587.1	=	NT_456367.1	Primary Assembly	13237	na
chr1random_Scaffold6123	unlocalized-scaffold	1	Chromosome	AADN04005597.1	=	NT_456368.1	Primary Assembly	13256	na
chr1random_Scaffold6130	unlocalized-scaffold	1	Chromosome	AADN04005604.1	=	NT_456369.1	Primary Assembly	13375	na
chr1random_Scaffold6156	unlocalized-scaffold	1	Chromosome	AADN04005627.1	=	NT_456370.1	Primary Assembly	13170	na
chr1random_Scaffold6165	unlocalized-scaffold	1	Chromosome	AADN04005636.1	=	NT_456371.1	Primary Assembly	13158	na
chr1random_Scaffold6175	unlocalized-scaffold	1	Chromosome	AADN04005646.1	=	NT_456372.1	Primary Assembly	13147	na
chr1random_Scaffold6180	unlocalized-scaffold	1	Chromosome	AADN04005651.1	=	NT_456373.1	Primary Assembly	13141	na
chr1random_Scaffold6189	unlocalized-scaffold	1	Chromosome	AADN04005660.1	=	NT_456374.1	Primary Assembly	13159	na
chr1random_Scaffold6230	unlocalized-scaffold	1	Chromosome	AADN04005700.1	=	NT_456375.1	Primary Assembly	13071	na
chr1random_Scaffold6236	unlocalized-scaffold	1	Chromosome	AADN04005706.1	=	NT_456376.1	Primary Assembly	13067	na
chr1random_Scaffold6238	unlocalized-scaffold	1	Chromosome	AADN04005708.1	=	NT_456377.1	Primary Assembly	13148	na
chr1random_Scaffold6292	unlocalized-scaffold	1	Chromosome	AADN04005757.1	=	NT_456378.1	Primary Assembly	13021	na
chr1random_Scaffold6314	unlocalized-scaffold	1	Chromosome	AADN04005780.1	=	NT_456379.1	Primary Assembly	12985	na
chr1random_Scaffold6331	unlocalized-scaffold	1	Chromosome	AADN04005797.1	=	NT_456380.1	Primary Assembly	12958	na
chr1random_Scaffold6338	unlocalized-scaffold	1	Chromosome	AADN04005803.1	=	NT_456381.1	Primary Assembly	13048	na
chr1random_Scaffold6360	unlocalized-scaffold	1	Chromosome	AADN04005824.1	=	NT_456382.1	Primary Assembly	12922	na
chr1random_Scaffold6361	unlocalized-scaffold	1	Chromosome	AADN04005825.1	=	NT_456383.1	Primary Assembly	12917	na
chr1random_Scaffold6377	unlocalized-scaffold	1	Chromosome	AADN04005841.1	=	NT_456384.1	Primary Assembly	12895	na
chr1random_Scaffold6380	unlocalized-scaffold	1	Chromosome	AADN04005844.1	=	NT_456385.1	Primary Assembly	12892	na
chr1random_Scaffold6387	unlocalized-scaffold	1	Chromosome	AADN04005850.1	=	NT_456386.1	Primary Assembly	12881	na
chr1random_Scaffold6401	unlocalized-scaffold	1	Chromosome	AADN04005864.1	=	NT_456387.1	Primary Assembly	12951	na
chr1random_Scaffold6403	unlocalized-scaffold	1	Chromosome	AADN04005866.1	=	NT_456388.1	Primary Assembly	13037	na
chr1random_Scaffold6480	unlocalized-scaffold	1	Chromosome	AADN04005936.1	=	NT_456389.1	Primary Assembly	12947	na
chr1random_Scaffold6485	unlocalized-scaffold	1	Chromosome	AADN04005942.1	=	NT_456390.1	Primary Assembly	13098	na
chr1random_Scaffold6488	unlocalized-scaffold	1	Chromosome	AADN04005945.1	=	NT_456391.1	Primary Assembly	12746	na
chr1random_Scaffold6507	unlocalized-scaffold	1	Chromosome	AADN04005964.1	=	NT_456392.1	Primary Assembly	12731	na
chr1random_Scaffold6512	unlocalized-scaffold	1	Chromosome	AADN04005969.1	=	NT_456393.1	Primary Assembly	12771	na
chr1random_Scaffold6535	unlocalized-scaffold	1	Chromosome	AADN04005990.1	=	NT_456394.1	Primary Assembly	12720	na
chr1random_Scaffold6537	unlocalized-scaffold	1	Chromosome	AADN04005992.1	=	NT_456395.1	Primary Assembly	12696	na
chr1random_Scaffold6543	unlocalized-scaffold	1	Chromosome	AADN04005999.1	=	NT_456396.1	Primary Assembly	12684	na
chr1random_Scaffold6583	unlocalized-scaffold	1	Chromosome	AADN04006036.1	=	NT_456397.1	Primary Assembly	12614	na
chr1random_Scaffold6591	unlocalized-scaffold	1	Chromosome	AADN04006044.1	=	NT_456398.1	Primary Assembly	12854	na
chr1random_Scaffold6615	unlocalized-scaffold	1	Chromosome	AADN04006066.1	=	NT_456399.1	Primary Assembly	12598	na
chr1random_Scaffold6620	unlocalized-scaffold	1	Chromosome	AADN04006070.1	=	NT_456400.1	Primary Assembly	12592	na
chr1random_Scaffold6641	unlocalized-scaffold	1	Chromosome	AADN04006092.1	=	NT_456401.1	Primary Assembly	12566	na
chr1random_Scaffold6644	unlocalized-scaffold	1	Chromosome	AADN04006095.1	=	NT_456402.1	Primary Assembly	12706	na
chr1random_Scaffold6672	unlocalized-scaffold	1	Chromosome	AADN04006120.1	=	NT_456403.1	Primary Assembly	12534	na
chr1random_Scaffold6765	unlocalized-scaffold	1	Chromosome	AADN04006212.1	=	NT_456404.1	Primary Assembly	12421	na
chr1random_Scaffold6778	unlocalized-scaffold	1	Chromosome	AADN04006224.1	=	NT_456405.1	Primary Assembly	12409	na
chr1random_Scaffold6783	unlocalized-scaffold	1	Chromosome	AADN04006229.1	=	NT_456406.1	Primary Assembly	12665	na
chr1random_Scaffold6791	unlocalized-scaffold	1	Chromosome	AADN04006236.1	=	NT_456407.1	Primary Assembly	12407	na
chr1random_Scaffold6797	unlocalized-scaffold	1	Chromosome	AADN04006242.1	=	NT_456408.1	Primary Assembly	12393	na
chr1random_Scaffold6808	unlocalized-scaffold	1	Chromosome	AADN04006253.1	=	NT_456409.1	Primary Assembly	12423	na
chr1random_Scaffold6814	unlocalized-scaffold	1	Chromosome	AADN04006259.1	=	NT_456410.1	Primary Assembly	12370	na
chr1random_Scaffold6820	unlocalized-scaffold	1	Chromosome	AADN04006265.1	=	NT_456411.1	Primary Assembly	12365	na
chr1random_Scaffold6837	unlocalized-scaffold	1	Chromosome	AADN04006282.1	=	NT_456412.1	Primary Assembly	12315	na
chr1random_Scaffold6860	unlocalized-scaffold	1	Chromosome	AADN04006307.1	=	NT_456413.1	Primary Assembly	12306	na
chr1random_Scaffold6861	unlocalized-scaffold	1	Chromosome	AADN04006308.1	=	NT_456414.1	Primary Assembly	12337	na
chr1random_Scaffold6882	unlocalized-scaffold	1	Chromosome	AADN04006329.1	=	NT_456415.1	Primary Assembly	12486	na
chr1random_Scaffold6906	unlocalized-scaffold	1	Chromosome	AADN04006350.1	=	NT_456416.1	Primary Assembly	12313	na
chr1random_Scaffold6928	unlocalized-scaffold	1	Chromosome	AADN04006371.1	=	NT_456417.1	Primary Assembly	12216	na
chr1random_Scaffold6932	unlocalized-scaffold	1	Chromosome	AADN04006374.1	=	NT_456418.1	Primary Assembly	12213	na
chr1random_Scaffold6951	unlocalized-scaffold	1	Chromosome	AADN04006394.1	=	NT_456419.1	Primary Assembly	12336	na
chr1random_Scaffold6958	unlocalized-scaffold	1	Chromosome	AADN04006401.1	=	NT_456420.1	Primary Assembly	12089	na
chr1random_Scaffold7010	unlocalized-scaffold	1	Chromosome	AADN04006451.1	=	NT_456421.1	Primary Assembly	12110	na
chr1random_Scaffold7021	unlocalized-scaffold	1	Chromosome	AADN04006461.1	=	NT_456422.1	Primary Assembly	12155	na
chr1random_Scaffold7043	unlocalized-scaffold	1	Chromosome	AADN04006481.1	=	NT_456423.1	Primary Assembly	12081	na
chr1random_Scaffold7062	unlocalized-scaffold	1	Chromosome	AADN04006504.1	=	NT_456424.1	Primary Assembly	12184	na
chr1random_Scaffold7078	unlocalized-scaffold	1	Chromosome	AADN04006519.1	=	NT_456425.1	Primary Assembly	12103	na
chr1random_Scaffold7098	unlocalized-scaffold	1	Chromosome	AADN04006538.1	=	NT_456426.1	Primary Assembly	12021	na
chr1random_Scaffold7146	unlocalized-scaffold	1	Chromosome	AADN04006583.1	=	NT_456427.1	Primary Assembly	12050	na
chr1random_Scaffold7155	unlocalized-scaffold	1	Chromosome	AADN04006592.1	=	NT_456428.1	Primary Assembly	11996	na
chr1random_Scaffold7173	unlocalized-scaffold	1	Chromosome	AADN04006610.1	=	NT_456429.1	Primary Assembly	11936	na
chr1random_Scaffold7188	unlocalized-scaffold	1	Chromosome	AADN04006626.1	=	NT_456430.1	Primary Assembly	11923	na
chr1random_Scaffold7201	unlocalized-scaffold	1	Chromosome	AADN04006639.1	=	NT_456431.1	Primary Assembly	11905	na
chr1random_Scaffold7227	unlocalized-scaffold	1	Chromosome	AADN04006664.1	=	NT_456432.1	Primary Assembly	11901	na
chr1random_Scaffold7231	unlocalized-scaffold	1	Chromosome	AADN04006669.1	=	NT_456433.1	Primary Assembly	11882	na
chr1random_Scaffold7251	unlocalized-scaffold	1	Chromosome	AADN04006686.1	=	NT_456434.1	Primary Assembly	11934	na
chr1random_Scaffold7289	unlocalized-scaffold	1	Chromosome	AADN04006722.1	=	NT_456435.1	Primary Assembly	11871	na
chr1random_Scaffold7316	unlocalized-scaffold	1	Chromosome	AADN04006746.1	=	NT_456436.1	Primary Assembly	11800	na
chr1random_Scaffold7340	unlocalized-scaffold	1	Chromosome	AADN04006765.1	=	NT_456437.1	Primary Assembly	11831	na
chr1random_Scaffold7365	unlocalized-scaffold	1	Chromosome	AADN04006789.1	=	NT_456438.1	Primary Assembly	11836	na
chr1random_Scaffold7369	unlocalized-scaffold	1	Chromosome	AADN04006793.1	=	NT_456439.1	Primary Assembly	11751	na
chr1random_Scaffold7373	unlocalized-scaffold	1	Chromosome	AADN04006796.1	=	NT_456440.1	Primary Assembly	11748	na
chr1random_Scaffold7396	unlocalized-scaffold	1	Chromosome	AADN04006818.1	=	NT_456441.1	Primary Assembly	11775	na
chr1random_Scaffold7409	unlocalized-scaffold	1	Chromosome	AADN04006831.1	=	NT_456442.1	Primary Assembly	11814	na
chr1random_Scaffold7431	unlocalized-scaffold	1	Chromosome	AADN04006853.1	=	NT_456443.1	Primary Assembly	11750	na
chr1random_Scaffold7459	unlocalized-scaffold	1	Chromosome	AADN04006880.1	=	NT_456445.1	Primary Assembly	11650	na
chr1random_Scaffold7464	unlocalized-scaffold	1	Chromosome	AADN04006885.1	=	NT_456446.1	Primary Assembly	11641	na
chr1random_Scaffold7471	unlocalized-scaffold	1	Chromosome	AADN04006890.1	=	NT_456447.1	Primary Assembly	11639	na
chr1random_Scaffold7472	unlocalized-scaffold	1	Chromosome	AADN04006891.1	=	NT_456448.1	Primary Assembly	11835	na
chr1random_Scaffold7473	unlocalized-scaffold	1	Chromosome	AADN04006892.1	=	NT_456449.1	Primary Assembly	11671	na
chr1random_Scaffold7475	unlocalized-scaffold	1	Chromosome	AADN04006894.1	=	NT_456450.1	Primary Assembly	11825	na
chr1random_Scaffold7497	unlocalized-scaffold	1	Chromosome	AADN04006914.1	=	NT_456451.1	Primary Assembly	11645	na
chr1random_Scaffold7501	unlocalized-scaffold	1	Chromosome	AADN04006918.1	=	NT_456452.1	Primary Assembly	11612	na
chr1random_Scaffold7515	unlocalized-scaffold	1	Chromosome	AADN04006932.1	=	NT_456453.1	Primary Assembly	11599	na
chr1random_Scaffold7522	unlocalized-scaffold	1	Chromosome	AADN04006937.1	=	NT_456454.1	Primary Assembly	11585	na
chr1random_Scaffold7538	unlocalized-scaffold	1	Chromosome	AADN04006952.1	=	NT_456455.1	Primary Assembly	11567	na
chr1random_Scaffold7556	unlocalized-scaffold	1	Chromosome	AADN04006969.1	=	NT_456456.1	Primary Assembly	11550	na
chr1random_Scaffold7558	unlocalized-scaffold	1	Chromosome	AADN04006971.1	=	NT_456457.1	Primary Assembly	11548	na
chr1random_Scaffold7566	unlocalized-scaffold	1	Chromosome	AADN04006979.1	=	NT_456458.1	Primary Assembly	11539	na
chr1random_Scaffold7594	unlocalized-scaffold	1	Chromosome	AADN04007004.1	=	NT_456459.1	Primary Assembly	11713	na
chr1random_Scaffold7596	unlocalized-scaffold	1	Chromosome	AADN04007005.1	=	NT_456460.1	Primary Assembly	11570	na
chr1random_Scaffold7655	unlocalized-scaffold	1	Chromosome	AADN04007066.1	=	NT_456462.1	Primary Assembly	11468	na
chr1random_Scaffold7658	unlocalized-scaffold	1	Chromosome	AADN04007069.1	=	NT_456463.1	Primary Assembly	11467	na
chr1random_Scaffold7664	unlocalized-scaffold	1	Chromosome	AADN04007074.1	=	NT_456464.1	Primary Assembly	11431	na
chr1random_Scaffold7665	unlocalized-scaffold	1	Chromosome	AADN04007075.1	=	NT_456465.1	Primary Assembly	11499	na
chr1random_Scaffold7670	unlocalized-scaffold	1	Chromosome	AADN04007078.1	=	NT_456466.1	Primary Assembly	11429	na
chr1random_Scaffold7674	unlocalized-scaffold	1	Chromosome	AADN04007082.1	=	NT_456467.1	Primary Assembly	11468	na
chr1random_Scaffold7691	unlocalized-scaffold	1	Chromosome	AADN04007099.1	=	NT_456468.1	Primary Assembly	11473	na
chr1random_Scaffold7714	unlocalized-scaffold	1	Chromosome	AADN04007122.1	=	NT_456469.1	Primary Assembly	11458	na
chr1random_Scaffold7716	unlocalized-scaffold	1	Chromosome	AADN04007124.1	=	NT_456470.1	Primary Assembly	11465	na
chr1random_Scaffold7725	unlocalized-scaffold	1	Chromosome	AADN04007133.1	=	NT_456471.1	Primary Assembly	11370	na
chr1random_Scaffold7728	unlocalized-scaffold	1	Chromosome	AADN04007136.1	=	NT_456472.1	Primary Assembly	11469	na
chr1random_Scaffold7745	unlocalized-scaffold	1	Chromosome	AADN04007152.1	=	NT_456474.1	Primary Assembly	11447	na
chr1random_Scaffold7771	unlocalized-scaffold	1	Chromosome	AADN04007178.1	=	NT_456476.1	Primary Assembly	11313	na
chr1random_Scaffold7806	unlocalized-scaffold	1	Chromosome	AADN04007213.1	=	NT_456478.1	Primary Assembly	11315	na
chr1random_Scaffold7811	unlocalized-scaffold	1	Chromosome	AADN04007218.1	=	NT_456479.1	Primary Assembly	11329	na
chr1random_Scaffold7818	unlocalized-scaffold	1	Chromosome	AADN04007225.1	=	NT_456480.1	Primary Assembly	11267	na
chr1random_Scaffold7827	unlocalized-scaffold	1	Chromosome	AADN04007234.1	=	NT_456481.1	Primary Assembly	11459	na
chr1random_Scaffold7838	unlocalized-scaffold	1	Chromosome	AADN04007246.1	=	NT_456482.1	Primary Assembly	11252	na
